Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
9ae1665c-12bf-7088-03f4-2affaddaaa94,1977-06-22,2002-02-16,999-34-1851,S99957180,X8331990X,Mr.,Philip822,Tyson541,Schimmel440,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,578 Champlin Orchard,Wenham,Massachusetts,Essex County,,00000,42.599031980937745,-70.91647533223116,93261.94,55825.79,136707
bd0a438d-d08b-3441-8897-6d98890e4025,2002-10-10,,999-66-4667,S99942150,X28216410X,Mr.,Sonny285,Irvin970,Kihn564,,,,white,nonhispanic,M,Worcester  Massachusetts  US,908 Gottlieb Parade Unit 78,Saugus,Massachusetts,Essex County,25009,01906,42.500437395056906,-71.01907213499189,5716.96,87954.36,15264
676c2da3-0004-59bf-a519-f98639b5363a,2024-02-13,,999-62-7031,,,,John539,Jess275,Dooley940,,,,white,nonhispanic,M,Wakefield  Massachusetts  US,1097 Ankunding Estate Suite 94,Wellesley,Massachusetts,Norfolk County,25021,02482,42.29816005712334,-71.23410773771234,7263.32,204.78,115413
4ac8d9f9-62f2-86d0-0707-9cb21b02bba4,1975-02-27,,999-48-9315,S99962040,X82688267X,Mrs.,Madalyn472,,Smith67,,Ernser583,M,white,nonhispanic,F,Lunenburg  Massachusetts  US,792 Goodwin Underpass Unit 74,New Bedford,Massachusetts,Bristol County,25005,02745,41.635122092973695,-70.96373762621518,202298.09,658781.45,29543
af41c8ba-67c7-a847-5c11-a2f6be1f73de,1955-04-17,2020-01-21,999-44-4574,S99942155,X64427103X,Mrs.,Gennie418,Frankie174,O'Connell601,,Torphy630,M,white,nonhispanic,F,Worcester  Massachusetts  US,648 Reichert Mall Suite 84,Plymouth,Massachusetts,Plymouth County,25023,02360,41.8875228018575,-70.65788421938339,264774.14,820403.66,69799
6531012c-d8ae-bbdb-8f12-924626abf88a,1977-06-22,,999-91-2700,S99925972,X13383528X,Mr.,Wilfred787,Lyman173,Ankunding277,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,1025 Hane Orchard Unit 24,Wenham,Massachusetts,Essex County,,00000,42.556001338268395,-70.84381074449816,126877.01,9103.09,136707
1a3a3b4d-5212-9c8d-dc1d-a97a634d2b6e,2007-10-02,,999-39-7122,S99970566,,Mr.,Jarvis643,Lincoln623,Paucek755,,,,white,nonhispanic,M,Middleborough Center  Massachusetts  US,573 Lindgren Overpass Unit 62,Randolph,Massachusetts,Norfolk County,25021,02368,42.20062898347429,-71.00755859553584,54393.94,8608.63,51486
fa44a92d-661e-b8a0-9c8d-91158f8d7225,1985-12-20,,999-69-9219,S99967520,X71648200X,Mr.,Wilfredo622,Theo630,Hintz995,,,M,white,nonhispanic,M,Boston  Massachusetts  US,580 Williamson Hollow Suite 99,Maynard,Massachusetts,Middlesex County,25017,01754,42.40585138606801,-71.46135541634672,98118.97,3081.11,89970
201cd0c8-fccf-392a-1d9b-3593c6c497b2,1957-10-06,,999-92-4961,S99919406,X46018777X,Mrs.,Susan422,Phylicia571,Prosacco716,,Pfeffer420,M,black,nonhispanic,F,Ware  Massachusetts  US,918 Ward Lane Suite 73,Nantucket,Massachusetts,Nantucket County,25019,02554,41.31911385080809,-70.09455689579315,938848.24,460750.61,78219
3bed6493-1619-2572-cca9-9abe3f49263e,1928-07-21,2018-05-18,999-95-5827,S99965032,X49276590X,Mr.,Augustus49,,Weimann465,,,M,white,nonhispanic,M,Stoneham  Massachusetts  US,435 Windler Divide,Dartmouth,Massachusetts,Bristol County,,00000,41.595009804289695,-70.91316138011003,188199.91,568099.62,616030
19ab3b22-d955-3c1f-b30a-c48b7577bee2,1985-04-21,,999-70-9755,S99931279,X85575218X,Mrs.,Joann92,,Goldner995,,Lockman863,M,white,nonhispanic,F,Middleborough  Massachusetts  US,867 Auer Loaf,New Bedford,Massachusetts,Bristol County,25005,02743,41.58742208122913,-71.01552817037229,212463.77,480500.78,162606
7a922272-41a1-1481-f229-5155992520ce,2015-11-06,,999-96-9101,,,,Ferdinand55,Weston546,Smitham825,,,,white,nonhispanic,M,North Plymouth  Massachusetts  US,100 Jerde Port,Yarmouth,Massachusetts,Barnstable County,,00000,41.64574909836788,-70.25867120622847,1559.63,21593.02,12380
b45fa906-9e1b-ddb8-a621-9367612f886a,1960-10-23,,999-69-9458,S99957802,X20708791X,Mrs.,Trinity427,Hilda552,Smith67,,Schuppe920,M,white,nonhispanic,F,Waltham  Massachusetts  US,225 Conroy Village Suite 6,Canton,Massachusetts,Norfolk County,,00000,42.21551602140007,-71.12111107648524,153520.99,33727.44,42670
29e73767-fe09-b727-c63c-1125485c2003,1992-10-28,,999-22-9478,S99974553,X5433534X,Mrs.,Sheri207,Linn541,Ruecker817,,Turcotte120,M,white,nonhispanic,F,Avon  Massachusetts  US,883 Tremblay Way,Braintree,Massachusetts,Norfolk County,25021,02184,42.22874462868446,-71.02028006121692,12194.81,801973.22,18731
8adc2ed2-c05b-a2b0-d709-70e6efc4bb42,1973-04-10,,999-88-6317,S99977150,X49505889X,Mr.,Vincenzo126,Tyron580,Schulist381,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,437 Hansen Route Suite 86,New Bedford,Massachusetts,Bristol County,25005,02745,41.63269926108879,-70.93232711738192,118345.86,366275.99,24204
db784e92-edf5-da12-5f69-2564b069d6a6,2008-12-02,,999-76-5914,S99959060,,,Andres25,Evan94,Upton904,,,,white,nonhispanic,M,Easton  Massachusetts  US,472 Crist Path Unit 37,Lexington,Massachusetts,Middlesex County,25017,02420,42.41905147185033,-71.25615759355067,30182.22,21534.92,45597
e5259d50-be0f-3108-aa45-ecc878616a99,2010-05-06,,999-14-4037,,,,Larhonda769,Magda24,Schinner682,,,,white,nonhispanic,F,Boston  Massachusetts  US,1015 Bahringer Rest Apt 72,New Bedford,Massachusetts,Bristol County,25005,02747,41.6363016378165,-70.95755212502246,70775.81,472626.93,40468
ceef475a-2833-71d4-c0f8-787fe6991e6d,2000-12-04,,999-67-6841,S99939958,X48424043X,Mr.,Jeremy766,Isreal8,Cassin499,,,,asian,hispanic,M,Westfield  Massachusetts  US,925 Nicolas Trailer,Bliss Corner,Massachusetts,Bristol County,,00000,41.6443053852419,-70.93504691017279,72640.00,0.00,120382
ecc27f28-0cbc-01ae-7e0e-863861afe255,1928-07-21,,999-16-4742,S99997508,X72819677X,Mr.,Cordell41,Elbert916,Boyle917,,,S,white,nonhispanic,M,Marshfield  Massachusetts  US,176 Zboncak Trafficway Unit 72,Dartmouth,Massachusetts,Bristol County,,00000,41.550748620721436,-70.9226783389103,92373.91,255480.62,616030
97b67c54-b240-d9c7-e4e0-0b8fa1e467c5,1922-03-13,,999-63-1830,S99944498,X63554261X,Mr.,Gregorio366,Felix524,Orn563,,,S,white,nonhispanic,M,Cheshire  Massachusetts  US,573 Lebsack Ramp,Worcester,Massachusetts,Worcester County,25027,01606,42.32285409105927,-71.71579408202426,260549.11,525087.04,42138
8d5a30eb-d4a2-c8cb-9ee4-ca4b99358d10,2003-02-07,,999-98-2183,S99933479,X123142X,Ms.,Hortencia577,Cathy455,Bruen238,,,,white,nonhispanic,F,Stow  Massachusetts  US,393 Prohaska Frontage road Apt 87,Boston,Massachusetts,Suffolk County,25025,02130,42.294211758033335,-70.99283312987905,5308.90,214432.85,22085
091a7f58-82c4-fedd-5750-bfda39faa81e,2002-01-21,,999-77-2870,S99967269,X8540400X,Ms.,Beata187,Venita81,McClure239,,,,white,nonhispanic,F,Fall River  Massachusetts  US,129 Will Row Suite 86,Amherst Center,Massachusetts,Hampshire County,,00000,42.41913072892571,-72.50314362918907,121751.85,286945.94,85602
27ffb670-c93b-bacf-655b-d3897cafc8cf,1968-04-01,,999-81-7786,S99961253,X4285783X,Mr.,Darius626,Jamar151,Bosco882,,,D,white,nonhispanic,M,Melrose  Massachusetts  US,167 Murray Junction,Agawam,Massachusetts,Hampden County,25013,01001,42.07398494901349,-72.60944021303291,129535.55,107740.05,27819
f4af4788-ae45-669c-23f5-3b2c4790bfd0,1991-12-31,,999-20-4719,S99915973,X79941140X,Mrs.,Susannah249,Mirian768,Bartell116,,Leannon79,M,white,nonhispanic,F,Ipswich  Massachusetts  US,864 Crona Estate,Boston,Massachusetts,Suffolk County,25025,02115,42.35449099135148,-71.06442174094526,133063.97,449069.88,50629
0ef0e71a-e7ba-ea04-228f-d6949ee51c68,1955-04-17,,999-54-4393,S99917777,X89182233X,Mrs.,Dyan186,Karma832,Mertz280,,Hettinger594,M,white,nonhispanic,F,Palmer  Massachusetts  US,465 Waters Neck,Plymouth,Massachusetts,Plymouth County,25023,02360,41.85047382084398,-70.58168959873997,699149.56,336782.99,69799
d5be68e0-e9db-c503-77e3-48b79e63b849,1924-01-19,1995-03-01,999-81-4415,S99985289,X55698939X,Mr.,Theo630,,McClure239,,,D,white,nonhispanic,M,Marlborough  Massachusetts  US,429 Schaefer Alley,Otis,Massachusetts,Berkshire County,,00000,42.25089691129147,-73.0559053356929,235277.27,163696.88,875681
fabfe345-26af-ebbd-76b0-7d63d2660f71,1976-11-18,,999-82-6136,S99979636,X44778854X,Mr.,Randy380,Issac619,Greenfelder433,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,679 Cassin Trail,Stoughton,Massachusetts,Norfolk County,,00000,42.08149544322024,-71.12736742383426,359329.16,7695.89,35733
7020e318-652d-73a3-1261-342648b398b7,1961-08-28,,999-13-7339,S99942600,X69599403X,Mr.,Marcel580,Virgilio529,Rogahn59,,,S,white,nonhispanic,M,Barnstable  Massachusetts  US,614 Collier Rest Suite 21,Westborough,Massachusetts,Worcester County,25027,01581,42.28284232285171,-71.5858528625531,150064.71,247571.32,95172
0479078c-b7cc-9713-0be2-d90f7a3b68de,2002-05-06,,999-35-5379,S99918072,X49751378X,Mr.,Jimmie93,Aron520,Friesen796,,,,white,nonhispanic,M,Maynard  Massachusetts  US,133 Simonis Light Suite 35,Boston,Massachusetts,Suffolk County,25025,02111,42.2981120809496,-71.07337471377843,42768.17,646542.08,44986
b91e62b4-0759-3965-87fa-0e95533084a9,1993-11-08,,999-45-2269,S99937873,X52327966X,Mrs.,Mary779,Floria545,Schaden604,,Nikolaus26,M,white,nonhispanic,F,Middleborough Center  Massachusetts  US,872 Kozey Avenue,Salem,Massachusetts,Essex County,25009,01970,42.424681639892455,-70.9189852870475,8150.23,136239.84,16492
58890367-4f46-a56c-74a7-b2049a8aa222,1988-01-07,,999-16-6509,S99923637,X8324062X,Mrs.,Kaycee352,Hilaria948,Stokes453,,Runolfsdottir785,M,white,nonhispanic,F,Salem  Massachusetts  US,883 Mayer Branch Apt 34,Fairhaven,Massachusetts,Bristol County,,00000,41.612778125326294,-70.89006981776939,271321.51,452392.18,100422
3ed34e43-5c86-f936-c85e-9cd6d6cb7d94,2001-07-24,,999-80-1685,S99916495,X58078867X,Mr.,Nathan164,Kendrick479,Conroy74,,,,white,nonhispanic,M,Boston  Massachusetts  US,764 Raynor Branch Apt 37,Amherst,Massachusetts,Hampshire County,,00000,42.40222017550369,-72.52050634012457,56451.70,37022.00,120625
ebc4100e-fcee-ca77-6424-b677468a25d2,2003-12-06,,999-85-6318,S99999823,X835736X,Mr.,Adalberto916,,Kertzmann286,,,,white,nonhispanic,M,Worcester  Massachusetts  US,711 Flatley Knoll Suite 60,Boston,Massachusetts,Suffolk County,25025,02210,42.315293527469215,-71.03974097928813,14049.95,690600.77,976
3cfe0ae8-5624-288a-ee06-76ad685daaf6,1973-07-08,,999-12-9465,S99992380,X11197293X,Mrs.,Nathalie366,,Dicki44,,Marquardt819,M,white,nonhispanic,F,Springfield  Massachusetts  US,303 Wehner Well,Canton,Massachusetts,Norfolk County,,00000,42.212708827969415,-71.17236462421629,340850.88,793254.97,916559
5757deb0-214d-d127-bef1-a96c6fccbcda,2020-02-27,,999-81-7467,,,,Ignacio928,Sergio619,Tórrez28,,,,asian,hispanic,M,San Juan  Puerto Rico  PR,310 Jacobi Forge,Worcester,Massachusetts,Worcester County,25027,01604,42.318445678673605,-71.74118582612465,18249.39,0.00,64557
3ba69046-6d53-0fd5-2827-b6af250c3fc4,1960-01-15,,999-56-5163,S99965740,X26606619X,Mr.,Zachariah133,Cordell41,Anderson154,,,S,black,nonhispanic,M,Franklin  Massachusetts  US,746 Waelchi Neck Unit 62,Boston,Massachusetts,Suffolk County,25025,02131,42.30947027751245,-71.13360953925344,13181.72,228807.04,13923
faf6999f-0aef-f07f-326e-77fa4a2d6458,1999-08-20,,999-23-3086,S99963884,X10920137X,Mr.,Franklyn361,Larry532,VonRueden376,,,,white,nonhispanic,M,Revere  Massachusetts  US,771 Borer Meadow,Hadley,Massachusetts,Hampshire County,,00000,42.38392521517936,-72.520946745163,4645.28,55326.66,11766
7893bbc3-2408-2839-0721-f2df501ef9b2,1989-05-07,,999-15-3598,S99915556,X41960821X,Mrs.,Marti99,Yung349,Moore224,,Roberts511,M,asian,nonhispanic,F,Natick  Massachusetts  US,846 Hayes Loaf Apt 27,Tewksbury,Massachusetts,Middlesex County,,00000,42.589085198076695,-71.22250480334199,189897.77,408993.75,47729
62f8f5aa-e7ce-ea01-420e-447b49bf7b1e,1975-11-23,,999-78-3723,S99973818,X16169457X,Ms.,Nickole723,Bebe406,Rosenbaum794,,,S,white,nonhispanic,F,Hopkinton  Massachusetts  US,995 Rice Throughway Suite 72,Franklin,Massachusetts,Norfolk County,25021,02038,42.07564320931116,-71.38090821095476,117575.58,1032261.52,23856
d4fe6c7d-0cf1-32d6-7d0c-0eca24ab6f58,1974-10-22,,999-22-7635,S99935102,X69195352X,Ms.,Zaida719,,Aufderhar910,,,S,white,nonhispanic,F,Everett  Massachusetts  US,250 Hoppe Hollow Unit 14,Tewksbury,Massachusetts,Middlesex County,,00000,42.567000598232276,-71.26895677749593,228269.29,510067.32,165458
3f9f6e71-2f82-4c7b-c86d-700cce2daf13,1959-08-01,,999-92-6924,S99935001,X37129303X,Mr.,Kelly223,Tobias236,D'Amore443,,,D,other,nonhispanic,M,Lynn  Massachusetts  US,1036 Rosenbaum Wall Suite 50,Boston,Massachusetts,Suffolk County,25025,02110,42.353828277023126,-71.10682740662325,11933.57,282061.03,13690
fcaf26c8-0091-2e09-57cc-0192974708a7,1965-03-16,,999-65-6035,S99933451,X42028971X,Mrs.,Tenesha164,Jayne73,Kub800,,Koepp521,M,white,nonhispanic,F,Boston  Massachusetts  US,915 Fritsch Park Unit 11,Salem,Massachusetts,Essex County,25009,01970,42.56114961166542,-70.89258388150454,225726.32,383894.72,32753
82c815cb-69f7-4350-08b8-91c4b68489c7,1988-09-03,,999-76-8746,S99978401,X61084140X,Mr.,Murray856,Rico947,Yundt842,,,M,black,nonhispanic,M,Methuen  Massachusetts  US,942 Kemmer Neck Unit 3,Phillipston,Massachusetts,Worcester County,,00000,42.60255439666123,-72.17232788307491,66010.57,0.00,51374
92564c06-7bbb-f71f-77d3-3a49522daea9,2002-10-26,,999-13-7722,S99987286,X54853462X,Mr.,Melvin857,Alonzo487,Littel644,,,,white,nonhispanic,M,Worcester  Massachusetts  US,133 Trantow Mission Apt 8,Boston,Massachusetts,Suffolk County,25025,02203,42.27588245352382,-71.08877210631871,90507.20,567746.12,120143
a378be02-60c2-7d15-2544-cce9c0251160,1952-08-25,,999-69-1468,S99973455,X11926035X,Mrs.,Mari763,Mai109,Schmitt836,,Franecki195,M,black,nonhispanic,F,Fall River  Massachusetts  US,458 Boyle Port Suite 75,Weymouth,Massachusetts,Norfolk County,25021,02190,42.13946638313356,-70.96508520778207,743246.36,550090.58,40420
90f29ebc-0004-fb36-6af6-551f8b262012,1980-09-23,,999-46-7068,S99923460,X70366794X,Mr.,Alec433,,Bins636,,,M,white,nonhispanic,M,Middleborough  Massachusetts  US,911 Corkery Tunnel,Boston,Massachusetts,Suffolk County,25025,02199,42.36495899312718,-71.06101641950276,7701.29,103246.19,9915
4e1d868f-4625-4ac9-da0e-5d4ef34c48a2,1995-03-05,,999-99-2368,S99932132,X80896434X,Ms.,Elvera717,,Wiza601,,,S,white,nonhispanic,F,Boston  Massachusetts  US,198 Waters Route Unit 92,Boston,Massachusetts,Suffolk County,25025,02120,42.34447325391544,-71.02225889409468,10677.11,691766.94,1086
8aa72981-47f3-d330-2207-d56c6fc6388f,1970-03-30,,999-99-9600,S99918030,X56281637X,Mr.,Reid278,Warner493,Sipes176,,,S,white,nonhispanic,M,Plymouth  Massachusetts  US,925 Miller Light,Rowley,Massachusetts,Essex County,25009,01969,42.679573365280184,-70.85175620066542,154423.65,24032.82,126786
df31b7f0-a232-aafd-6f64-f17929614e24,1977-12-12,,999-75-6156,S99989564,X31490791X,Ms.,Nikia872,,Kerluke267,,,S,white,nonhispanic,F,Pembroke  Massachusetts  US,288 Cartwright Row,Amesbury,Massachusetts,Essex County,25009,01913,42.86965296808009,-70.92130058182128,141957.06,701610.86,446399
a4e24877-eb65-8efb-8750-2845a4831ef9,2016-09-12,,999-68-5897,,,,Romeo514,Jamal145,Schowalter414,,,,white,nonhispanic,M,Canton  Massachusetts  US,484 Ebert Row,Leverett,Massachusetts,Franklin County,,00000,42.50787438604543,-72.44364852943974,35492.92,179676.42,113370
f4e8fb93-4690-89ea-ccd9-6e8d1169c1d9,1982-10-24,,999-23-1003,S99996946,X75224375X,Ms.,Irene779,Yolanda648,Gastélum330,,,S,white,hispanic,F,Port-au-Prince  Haiti  HT,213 Kerluke Lane Unit 48,Whitinsville,Massachusetts,Worcester County,25027,01588,42.09938402700303,-71.63807096899073,327652.62,435565.57,50566
7116b861-af9a-c43f-14e5-48a7518aaf52,2006-09-02,,999-72-4194,S99994698,,Mr.,Raul814,Israel728,Green467,,,,white,nonhispanic,M,Boston  Massachusetts  US,124 Bartell Boulevard Suite 82,Dracut,Massachusetts,Middlesex County,,00000,42.650179873249805,-71.28181342833035,69365.27,24355.98,97590
f4483774-0767-40c6-e918-eb2058918270,1967-10-27,,999-71-1942,S99954527,X25787275X,Mrs.,Elsa29,Carman694,Wilkinson796,,Koch169,M,white,nonhispanic,F,Andover  Massachusetts  US,228 West Fork,New Bedford,Massachusetts,Bristol County,25005,02747,41.70648774694665,-70.90395234769962,887584.23,376338.49,120034
fa429a0b-90a9-3f24-f8dc-a3a8e170c5c4,1918-04-03,2007-03-06,999-76-4762,S99955661,X44072170X,Ms.,Lana840,Lynsey2,Leannon79,,,S,other,nonhispanic,F,Taunton  Massachusetts  US,294 Treutel Avenue,Northampton,Massachusetts,Hampshire County,25015,01062,42.32460902812174,-72.68483867456332,28925.01,1527422.65,10168
50bd0fd4-07b3-83fc-b531-6164d5099763,1974-08-15,,999-93-1562,S99970058,X2534898X,Mrs.,Lory442,Christina143,Reichel38,,Kreiger457,M,white,nonhispanic,F,Boston  Massachusetts  US,576 Bauch Tunnel Apt 35,Walpole,Massachusetts,Norfolk County,25021,02081,42.134548539909474,-71.21880577570312,353419.73,274469.08,46366
cdeec7f7-a530-5894-5bd9-62ea31a8d8c5,1962-12-25,,999-88-4109,S99958573,X71648397X,Mr.,Andrea7,Esteban536,Purdy2,,,M,white,nonhispanic,M,Lexington  Massachusetts  US,1003 Fisher Fork Apt 57,Wareham,Massachusetts,Plymouth County,,00000,41.75270926359905,-70.6985230037893,16419.68,535893.47,18152
8536f817-ef3b-a8c5-0262-c9056f77f8c1,1973-08-01,,999-88-6818,S99922872,X64099542X,Mrs.,Wenona350,Ester635,Beahan375,,Keeling57,M,white,nonhispanic,F,North Lakeville  Massachusetts  US,772 Murphy Flat Unit 90,Norfolk,Massachusetts,Norfolk County,,00000,42.100562763390414,-71.33457788846482,223454.79,437224.51,134559
d672aa6d-56f1-ffcc-c5f3-fb25dc7e0f7f,2011-10-17,,999-44-9353,,,,Jewell855,Lupe126,Moore224,,,,asian,nonhispanic,M,Maynard  Massachusetts  US,899 Grimes Course,Brookline,Massachusetts,Norfolk County,25021,02446,42.337120966165195,-71.10581496558949,39235.63,3813.76,985644
b24c735a-b16b-c75b-5863-b94fec6cc18c,1965-09-12,,999-61-9417,S99954526,X69436505X,Mr.,Chase54,Elvis145,Mohr916,,,M,white,nonhispanic,M,Milford  Massachusetts  US,730 Hand Neck Apt 78,Shrewsbury,Massachusetts,Worcester County,,00000,42.241548766916296,-71.7601019845932,487642.77,307415.74,102739
9e3891b9-f64d-6bd8-e180-3347dc792b89,2014-05-02,,999-84-7506,,,,Rayford811,Hector463,Medhurst46,,,,white,nonhispanic,M,Boston  Massachusetts  US,886 Gerhold Gateway,Northampton,Massachusetts,Hampshire County,25015,01060,42.33376270263185,-72.65352157465179,5385.35,63931.26,91528
1466dcdd-c3fa-aeca-3929-62908357a2b6,1991-09-28,,999-58-5813,S99939565,X25773738X,Ms.,Alejandrina481,Lacie818,Runte676,,,S,white,hispanic,F,Watertown  Massachusetts  US,499 Homenick Boulevard,Fall River,Massachusetts,Bristol County,25005,02721,41.66269733847768,-71.12258749120781,106953.00,289559.99,62527
79a1d6f0-fd2b-f785-eb5f-a4a417a3cc49,2016-01-31,,999-29-2455,,,,Raleigh478,,MacGyver246,,,,white,nonhispanic,M,Stow  Massachusetts  US,839 Torp Heights Apt 97,Lawrence,Massachusetts,Essex County,25009,01841,42.704135778296106,-71.16962407196455,1662.59,19902.52,2977
110e7186-30de-307b-649a-b73795f5145f,1964-03-18,,999-93-1698,S99955328,X72218849X,Mrs.,Telma919,Alene865,Kemmer137,,Kassulke119,M,white,nonhispanic,F,Westborough  Massachusetts  US,171 Goyette Mall Suite 99,Framingham,Massachusetts,Middlesex County,25017,01702,42.26895557187376,-71.46602570079753,787136.80,511294.88,45046
